test_id,category,difficulty,target_level,input_title,context,expected_standard_title,expected_standard_id,expected_seniority,expected_domain
T_0816,未知,hard,out_of_graph,资深全栈产品设计师（偏执行）,又做UX又做UI还写点前端，有跨部门协作经验,设计师,designer,高级/资深,
T_0817,未知,hard,out_of_graph,资深AI训练师（偏执行）,做大模型的RLHF标注和prompt工程，有跨部门协作经验,算法工程师,algorithm_engineer,高级/资深,大模型
T_0818,未知,hard,out_of_graph,Prompt工程师（偏执行）,做大模型prompt优化，有跨部门协作经验,算法工程师,algorithm_engineer,高级/资深,大模型
T_0819,未知,hard,out_of_graph,资深数字化转型负责人（偏执行）,推公司数字化转型，管IT和数据，有跨部门协作经验,总经理,general_manager,负责人,
T_0820,未知,hard,out_of_graph,资深出海运营负责人（偏执行）,做东南亚市场的本地化运营，有跨部门协作经验,运营经理,operations_manager,负责人,海外
T_0821,未知,hard,out_of_graph,资深GTM策略负责人（偏执行）,做go-to-market策略和市场推广，有跨部门协作经验,市场经理,marketing_manager,负责人,GTM
T_0822,未知,hard,out_of_graph,资深数据工程师（偏执行）,做ETL和数据管道，有跨部门协作经验,数据分析师,data_analyst,高级/资深,
T_0823,未知,hard,out_of_graph,资深SaaS销售总监（偏执行）,做企业SaaS产品的销售，有跨部门协作经验,销售经理,sales_manager,总监,
T_0824,未知,hard,out_of_graph,资深私募基金经理（偏执行）,管理PE基金，做一级市场投资，有跨部门协作经验,投资经理,investment_manager,高级/资深,
T_0825,未知,hard,out_of_graph,资深ESG合规官（偏执行）,做ESG合规和可持续发展报告，有跨部门协作经验,法务经理,legal_manager,高级/资深,合规
T_0826,未知,hard,out_of_graph,资深供应链数字化负责人（偏执行）,做供应链ERP和库存管理系统，有跨部门协作经验,供应链经理,supply_chain_manager,负责人,
T_0827,未知,hard,out_of_graph,资深首席人才官（偏执行）,管全公司招聘和人才发展，有跨部门协作经验,人力资源经理,hr_manager,C-level,
T_0828,未知,hard,out_of_graph,资深智能硬件产品总监（偏执行）,做IoT智能穿戴产品，有跨部门协作经验,产品经理,product_manager,总监,硬件
T_0829,未知,hard,out_of_graph,资深MLOps工程师（偏执行）,做机器学习模型部署和运维，有跨部门协作经验,算法工程师,algorithm_engineer,高级/资深,
T_0830,未知,hard,out_of_graph,资深RPA开发工程师（偏执行）,做流程自动化机器人，有跨部门协作经验,软件工程师,software_engineer,高级/资深,
T_0831,未知,hard,out_of_graph,资深低代码平台产品经理（偏执行）,做低代码/无代码开发平台，有跨部门协作经验,产品经理,product_manager,高级/资深,
T_0832,未知,hard,out_of_graph,资深Web3产品经理（偏执行）,做DeFi和NFT相关产品，有跨部门协作经验,产品经理,product_manager,高级/资深,
T_0833,未知,hard,out_of_graph,资深财务BP（偏执行）,做业务财务分析，对接事业部，有跨部门协作经验,财务经理,finance_manager,高级/资深,FP&A
T_0834,未知,hard,out_of_graph,区块链开发工程师（偏执行）,做智能合约和Solidity开发，有跨部门协作经验,软件工程师,software_engineer,高级/资深,
T_0835,未知,hard,out_of_graph,机器人产品经理（偏执行）,做服务机器人的产品规划，有跨部门协作经验,产品经理,product_manager,高级/资深,
T_0836,未知,hard,out_of_graph,资深智能座舱算法工程师（偏执行）,做车载语音和HMI交互，有跨部门协作经验,算法工程师,algorithm_engineer,高级/资深,
T_0837,未知,hard,out_of_graph,资深全球化人事负责人（偏执行）,管海外团队的HR和薪酬福利，有跨部门协作经验,人力资源经理,hr_manager,负责人,
T_0838,未知,hard,out_of_graph,新零售运营总监（偏执行）,做线上线下融合的新零售，有跨部门协作经验,运营经理,operations_manager,总监,
T_0839,未知,hard,out_of_graph,资深元宇宙产品设计师（偏执行）,做VR/AR沉浸式体验设计，有跨部门协作经验,设计师,designer,高级/资深,
T_0840,未知,hard,out_of_graph,资深技术合伙人（偏执行）,创业公司的技术合伙人，管研发，有跨部门协作经验,软件工程师,software_engineer,高级/资深,
T_0841,产品,easy,L1,首席产品经理（偏平台）,我目前做C端产品，熟悉数据分析与复盘,产品经理,product_manager,C-level,
T_0842,产品,easy,L1,PM（偏平台）,字节跳动做推荐产品的PM，熟悉数据分析与复盘,产品经理,product_manager,C-level,
T_0843,产品,easy,L1,产品总监（偏平台）,管三条产品线，熟悉数据分析与复盘,产品经理,product_manager,总监,
T_0844,产品,easy,L1,首席CPO（偏平台）,熟悉数据分析与复盘,产品经理,product_manager,C-level,
T_0845,产品,easy,L1,首席AI产品经理（偏平台）,做大模型应用方向，熟悉数据分析与复盘,产品经理,product_manager,C-level,AI
T_0846,运营,easy,L1,首席用户运营（偏平台）,熟悉数据分析与复盘,运营经理,operations_manager,C-level,用户
T_0847,运营,easy,L1,首席运营总监（偏平台）,管整个运营部门，熟悉数据分析与复盘,运营经理,operations_manager,总监,
T_0848,运营,easy,L1,首席增长经理（偏平台）,熟悉数据分析与复盘,运营经理,operations_manager,C-level,增长
T_0849,运营,easy,L1,首席COO（偏平台）,负责全公司运营，熟悉数据分析与复盘,运营经理,operations_manager,C-level,
T_0850,市场,easy,L1,首席品牌经理（偏平台）,熟悉数据分析与复盘,市场经理,marketing_manager,C-level,品牌
T_0851,市场,easy,L1,首席CMO（偏平台）,熟悉数据分析与复盘,市场经理,marketing_manager,C-level,
T_0852,人力资源,easy,L1,首席HRBP（偏平台）,对接技术团队，熟悉数据分析与复盘,人力资源经理,hr_manager,C-level,HRBP
T_0853,人力资源,easy,L1,招聘经理（偏平台）,熟悉数据分析与复盘,人力资源经理,hr_manager,C-level,招聘
T_0854,投资,easy,L1,首席投资总监（偏平台）,看AI赛道，熟悉数据分析与复盘,投资经理,investment_manager,总监,
T_0855,投资,easy,L1,首席合伙人（偏平台）,基金的GP，熟悉数据分析与复盘,投资经理,investment_manager,C-level,
T_0856,销售,easy,L1,首席BD经理（偏平台）,熟悉数据分析与复盘,销售经理,sales_manager,C-level,BD
T_0857,销售,easy,L1,首席KA经理（偏平台）,负责大客户，熟悉数据分析与复盘,销售经理,sales_manager,C-level,大客户
T_0858,财务,easy,L1,首席CFO（偏平台）,熟悉数据分析与复盘,财务经理,finance_manager,C-level,
T_0859,数据分析,easy,L1,首席BI分析师（偏平台）,做Tableau报表，熟悉数据分析与复盘,数据分析师,data_analyst,C-level,BI
T_0860,数据分析,hard,L3_ambiguous,首席CDO（偏平台）,首席数据官，管数据团队，熟悉数据分析与复盘,设计师,designer,C-level,
T_0861,开发,easy,L1,首席前端工程师（偏平台）,3年React经验，熟悉数据分析与复盘,软件工程师,software_engineer,C-level,前端
T_0862,开发,easy,L1,CTO（偏平台）,创业公司CTO，熟悉数据分析与复盘,软件工程师,software_engineer,C-level,
T_0863,开发,easy,L1,Java工程师（偏平台）,熟悉数据分析与复盘,软件工程师,software_engineer,C-level,后端
T_0864,测试,easy,L1,首席QA工程师（偏平台）,熟悉数据分析与复盘,测试工程师,test_engineer,C-level,
T_0865,算法,easy,L1,NLP工程师（偏平台）,做大模型，熟悉数据分析与复盘,算法工程师,algorithm_engineer,C-level,NLP
T_0866,算法,easy,L1,推荐算法工程师（偏平台）,熟悉数据分析与复盘,算法工程师,algorithm_engineer,C-level,推荐
T_0867,法务,easy,L1,首席法律顾问（偏平台）,熟悉数据分析与复盘,法务经理,legal_manager,C-level,
T_0868,供应链,easy,L1,首席采购经理（偏平台）,熟悉数据分析与复盘,供应链经理,supply_chain_manager,C-level,采购
T_0869,设计,easy,L1,首席UX设计师（偏平台）,熟悉数据分析与复盘,设计师,designer,C-level,UX
T_0870,行政,easy,L1,行政助理（偏平台）,熟悉数据分析与复盘,行政经理,admin_manager,C-level,
T_0871,产品,easy,L1,首席product manager（偏平台）,熟悉数据分析与复盘,产品经理,product_manager,C-level,
T_0872,开发,easy,L1,首席tech lead（偏平台）,带5人后端，熟悉数据分析与复盘,软件工程师,software_engineer,C-level,
T_0873,开发,easy,L1,云架构师（偏平台）,熟悉数据分析与复盘,架构师,architect,C-level,云
T_0874,产品,easy,L1,首席项目经理（偏平台）,做技术项目，熟悉数据分析与复盘,项目经理,project_manager,C-level,
T_0875,产品,easy,L1,首席TPM（偏平台）,Technical Program Manager，熟悉数据分析与复盘,项目经理,project_manager,C-level,技术
T_0876,管理,easy,L1,首席CEO（偏平台）,熟悉数据分析与复盘,总经理,general_manager,C-level,
T_0877,管理,easy,L1,首席事业部总经理（偏平台）,熟悉数据分析与复盘,总经理,general_manager,高级,事业部
T_0878,供应链,easy,L1,首席结构工程师（偏平台）,熟悉数据分析与复盘,机械工程师,mechanical_engineer,C-level,结构
T_0879,算法,easy,L1,首席AIGC工程师（偏平台）,熟悉数据分析与复盘,算法工程师,algorithm_engineer,C-level,AIGC
T_0880,销售,easy,L1,首席客户成功经理（偏平台）,熟悉数据分析与复盘,销售经理,sales_manager,C-level,客户成功
T_0881,产品,medium,L2,首席高级产品策划（偏平台）,熟悉数据分析与复盘,产品经理,product_manager,高级/资深,
T_0882,产品,medium,L2,资深产品 owner（偏平台）,熟悉数据分析与复盘,产品经理,product_manager,高级/资深,
T_0883,运营,medium,L2,首席高级内容运营（偏平台）,熟悉数据分析与复盘,运营经理,operations_manager,高级/资深,内容
T_0884,运营,medium,L2,首席资深用户运营经理（偏平台）,熟悉数据分析与复盘,运营经理,operations_manager,高级/资深,用户
T_0885,运营,medium,L2,首席首席增长官（偏平台）,公司用户增长负责人，熟悉数据分析与复盘,运营经理,operations_manager,C-level,增长
T_0886,市场,medium,L2,高级品牌策划（偏平台）,熟悉数据分析与复盘,市场经理,marketing_manager,高级/资深,品牌
T_0887,市场,medium,L2,资深营销经理（偏平台）,做数字营销，熟悉数据分析与复盘,市场经理,marketing_manager,高级/资深,营销
T_0888,人力资源,medium,L2,首席高级招聘专员（偏平台）,熟悉数据分析与复盘,人力资源经理,hr_manager,高级/资深,招聘
T_0889,人力资源,medium,L2,首席资深HRBP（偏平台）,熟悉数据分析与复盘,人力资源经理,hr_manager,高级/资深,HRBP
T_0890,投资,medium,L2,首席高级投资分析师（偏平台）,看医疗赛道，熟悉数据分析与复盘,投资经理,investment_manager,高级/资深,
T_0891,销售,medium,L2,首席高级BD专员（偏平台）,熟悉数据分析与复盘,销售经理,sales_manager,高级/资深,BD
T_0892,销售,medium,L2,资深客户经理（偏平台）,熟悉数据分析与复盘,销售经理,sales_manager,高级/资深,
T_0893,财务,medium,L2,首席高级审计经理（偏平台）,熟悉数据分析与复盘,财务经理,finance_manager,高级/资深,审计
T_0894,数据分析,medium,L2,首席高级数据分析师（偏平台）,熟悉数据分析与复盘,数据分析师,data_analyst,高级/资深,
T_0895,数据分析,medium,L2,资深商业分析师（偏平台）,做BI方向，熟悉数据分析与复盘,数据分析师,data_analyst,高级/资深,商业分析
T_0896,开发,medium,L2,首席高级Go工程师（偏平台）,熟悉数据分析与复盘,软件工程师,software_engineer,高级/资深,后端
T_0897,开发,medium,L2,首席资深DevOps工程师（偏平台）,熟悉数据分析与复盘,软件工程师,software_engineer,高级/资深,DevOps
T_0898,开发,medium,L2,首席高级全栈工程师（偏平台）,熟悉数据分析与复盘,软件工程师,software_engineer,高级/资深,
T_0899,测试,medium,L2,首席高级QA工程师（偏平台）,熟悉数据分析与复盘,测试工程师,test_engineer,高级/资深,
T_0900,算法,medium,L2,首席资深NLP工程师（偏平台）,熟悉数据分析与复盘,算法工程师,algorithm_engineer,高级/资深,NLP
T_0901,算法,medium,L2,高级推荐算法工程师（偏平台）,熟悉数据分析与复盘,算法工程师,algorithm_engineer,高级/资深,推荐
T_0902,法务,medium,L2,首席高级合规经理（偏平台）,熟悉数据分析与复盘,法务经理,legal_manager,高级/资深,合规
T_0903,供应链,medium,L2,高级采购经理（偏平台）,熟悉数据分析与复盘,供应链经理,supply_chain_manager,高级/资深,采购
T_0904,设计,medium,L2,首席资深UI设计师（偏平台）,熟悉数据分析与复盘,设计师,designer,高级/资深,UI
T_0905,设计,medium,L2,首席高级交互设计师（偏平台）,熟悉数据分析与复盘,设计师,designer,高级/资深,交互
T_0906,行政,medium,L2,高级行政专员（偏平台）,熟悉数据分析与复盘,行政经理,admin_manager,高级/资深,
T_0907,开发,medium,L2,首席高级系统架构师（偏平台）,熟悉数据分析与复盘,架构师,architect,高级/资深,系统
T_0908,管理,medium,L2,首席高级业务总监（偏平台）,熟悉数据分析与复盘,总经理,general_manager,高级/资深,
T_0909,产品,medium,L2,首席高级项目经理（偏平台）,熟悉数据分析与复盘,项目经理,project_manager,高级/资深,
T_0910,供应链,medium,L2,高级硬件工程师（偏平台）,做消费电子，熟悉数据分析与复盘,机械工程师,mechanical_engineer,高级/资深,硬件
T_0911,运营,medium,L2,首席高级直播运营经理（偏平台）,熟悉数据分析与复盘,运营经理,operations_manager,高级/资深,直播
T_0912,销售,medium,L2,首席资深售前顾问（偏平台）,熟悉数据分析与复盘,销售经理,sales_manager,高级/资深,售前
T_0913,算法,medium,L2,首席首席大模型工程师（偏平台）,熟悉数据分析与复盘,算法工程师,algorithm_engineer,C-level,大模型
T_0914,开发,medium,L2,首席初级前端工程师（偏平台）,应届生，熟悉数据分析与复盘,软件工程师,software_engineer,初级/助理,前端
T_0915,财务,medium,L2,首席资深FP&A经理（偏平台）,熟悉数据分析与复盘,财务经理,finance_manager,高级/资深,FP&A
T_0916,人力资源,medium,L2,首席高级OD经理（偏平台）,熟悉数据分析与复盘,人力资源经理,hr_manager,高级/资深,OD
T_0917,开发,medium,L2,资深iOS工程师（偏平台）,做社交APP，熟悉数据分析与复盘,软件工程师,software_engineer,高级/资深,移动端
T_0918,运营,medium,L2,高级电商运营（偏平台）,熟悉数据分析与复盘,运营经理,operations_manager,高级/资深,电商
T_0919,设计,medium,L2,首席资深视觉设计师（偏平台）,熟悉数据分析与复盘,设计师,designer,高级/资深,视觉
T_0920,测试,medium,L2,首席资深自动化测试工程师（偏平台）,熟悉数据分析与复盘,测试工程师,test_engineer,高级/资深,自动化
T_0921,产品,hard,L3,做用户研究和竞品分析的人（偏平台）,在产品部门，用Axure画原型，熟悉数据分析与复盘,产品经理,product_manager,C-level,
T_0922,产品,hard,L3,首席需求分析师（偏平台）,写PRD和需求文档，做产品方向，熟悉数据分析与复盘,产品经理,product_manager,C-level,
T_0923,运营,hard,L3,首席社群增长专家（偏平台）,负责私域社群拉新和用户增长，用AB测试优化转化，熟悉数据分析与复盘,运营经理,operations_manager,专家,
T_0924,运营,hard,L3,首席抖音内容负责人（偏平台）,管理短视频团队做内容运营，熟悉数据分析与复盘,运营经理,operations_manager,负责人,内容
T_0925,运营,hard,L3,首席小红书运营（偏平台）,做品牌种草和内容策划，熟悉数据分析与复盘,运营经理,operations_manager,C-level,
T_0926,市场,hard,L3,SEM投放专家（偏平台）,在市场部做搜索引擎投放和媒介优化，熟悉数据分析与复盘,市场经理,marketing_manager,专家,
T_0927,市场,hard,L3,整合营销负责人（偏平台）,品牌策略、内容营销、公关传播全都管，熟悉数据分析与复盘,市场经理,marketing_manager,负责人,营销
T_0928,人力资源,hard,L3,首席企业文化官（偏平台）,负责企业文化建设、员工关系和雇主品牌，熟悉数据分析与复盘,人力资源经理,hr_manager,C-level,
T_0929,人力资源,hard,L3,首席人才发展专家（偏平台）,做人才盘点和组织发展，熟悉数据分析与复盘,人力资源经理,hr_manager,专家,
T_0930,投资,hard,L3,首席行研分析师（偏平台）,做尽职调查和估值分析，看科技赛道，熟悉数据分析与复盘,投资经理,investment_manager,C-level,
T_0931,销售,hard,L3,客户关系维护经理（偏平台）,做大客户维护，CRM管理，熟悉数据分析与复盘,销售经理,sales_manager,C-level,大客户
T_0932,销售,hard,L3,首席解决方案总监（偏平台）,做售前方案呈现和商务谈判，熟悉数据分析与复盘,销售经理,sales_manager,总监,售前
T_0933,财务,hard,L3,预算管理经理（偏平台）,负责全公司预算和财务报表，熟悉数据分析与复盘,财务经理,finance_manager,C-level,FP&A
T_0934,数据分析,hard,L3,数据可视化专家（偏平台）,用Tableau和PowerBI做报表，SQL取数，熟悉数据分析与复盘,数据分析师,data_analyst,专家,
T_0935,数据分析,hard,L3,首席AB测试分析师（偏平台）,做数据建模和统计分析，熟悉数据分析与复盘,数据分析师,data_analyst,C-level,
T_0936,开发,hard,L3,微服务开发负责人（偏平台）,用Spring Cloud + K8s做微服务，管Docker容器，熟悉数据分析与复盘,软件工程师,software_engineer,负责人,
T_0937,开发,hard,L3,首席CI/CD工程师（偏平台）,做持续集成和自动化部署，熟悉数据分析与复盘,软件工程师,software_engineer,C-level,DevOps
T_0938,开发,hard,L3,分布式系统专家（偏平台）,做高可用和性能优化，熟悉数据分析与复盘,架构师,architect,专家,
T_0939,测试,hard,L3,首席自动化框架开发（偏平台）,用Selenium和JMeter做测试，接口测试和持续集成，熟悉数据分析与复盘,测试工程师,test_engineer,C-level,测试开发
T_0940,算法,hard,L3,深度学习研究员（偏平台）,发顶会论文，做PyTorch和机器学习，CV方向，熟悉数据分析与复盘,算法工程师,algorithm_engineer,C-level,CV
T_0941,算法,hard,L3,首席搜索引擎算法（偏平台）,做搜索排序和推荐系统，特征工程，熟悉数据分析与复盘,算法工程师,algorithm_engineer,C-level,推荐
T_0942,法务,hard,L3,首席数据隐私顾问（偏平台）,做合规管理和数据隐私，了解GDPR，熟悉数据分析与复盘,法务经理,legal_manager,C-level,数据合规
T_0943,供应链,hard,L3,首席精益生产顾问（偏平台）,做工厂精益生产和质量管理，控制成本，熟悉数据分析与复盘,供应链经理,supply_chain_manager,C-level,生产
T_0944,设计,hard,L3,用研专家（偏平台）,做用户研究和交互设计，建设设计系统，熟悉数据分析与复盘,设计师,designer,专家,UX
T_0945,行政,hard,L3,首席办公管理负责人（偏平台）,管行政和差旅管理，做会议组织，熟悉数据分析与复盘,行政经理,admin_manager,负责人,
T_0946,管理,hard,L3,首席战略规划总监（偏平台）,做战略管理和业务规划，熟悉数据分析与复盘,总经理,general_manager,总监,
T_0947,产品,hard,L3,首席敏捷教练（偏平台）,推Scrum和敏捷开发，用JIRA管项目，熟悉数据分析与复盘,项目经理,project_manager,C-level,
T_0948,供应链,hard,L3,首席CAE仿真专家（偏平台）,用SolidWorks做结构设计和公差分析，熟悉数据分析与复盘,机械工程师,mechanical_engineer,专家,仿真
T_0949,开发,hard,L3,首席云原生架构专家（偏平台）,做云原生和中间件，技术选型，熟悉数据分析与复盘,架构师,architect,专家,云
T_0950,算法,hard,L3,首席感知融合工程师（偏平台）,做自动驾驶的感知算法和SLAM，熟悉数据分析与复盘,算法工程师,algorithm_engineer,C-level,自动驾驶
T_0951,跨领域,hard,L3_ambiguous,首席数据产品经理（偏平台）,在数据部门做数据产品，熟悉数据分析与复盘,数据分析师,data_analyst,C-level,数据产品
T_0952,跨领域,hard,L3_ambiguous,首席渠道经理（偏平台）,做销售渠道管理，熟悉数据分析与复盘,市场经理,marketing_manager,C-level,渠道
T_0953,跨领域,hard,L3_ambiguous,首席前端架构师（偏平台）,做前端技术架构，熟悉数据分析与复盘,架构师,architect,C-level,前端
T_0954,跨领域,hard,L3_ambiguous,首席嵌入式工程师（偏平台）,做智能硬件的嵌入式开发，熟悉数据分析与复盘,软件工程师,software_engineer,C-level,嵌入式
T_0955,未知,hard,out_of_graph,首席增长黑客（偏平台）,用数据驱动做用户增长，熟悉数据分析与复盘,运营经理,operations_manager,C-level,增长
T_0956,未知,hard,out_of_graph,首席全栈产品设计师（偏平台）,又做UX又做UI还写点前端，熟悉数据分析与复盘,设计师,designer,C-level,
T_0957,未知,hard,out_of_graph,AI训练师（偏平台）,做大模型的RLHF标注和prompt工程，熟悉数据分析与复盘,算法工程师,algorithm_engineer,C-level,大模型
T_0958,未知,hard,out_of_graph,首席Prompt工程师（偏平台）,做大模型prompt优化，熟悉数据分析与复盘,算法工程师,algorithm_engineer,C-level,大模型
T_0959,未知,hard,out_of_graph,首席数字化转型负责人（偏平台）,推公司数字化转型，管IT和数据，熟悉数据分析与复盘,总经理,general_manager,负责人,
T_0960,未知,hard,out_of_graph,首席出海运营负责人（偏平台）,做东南亚市场的本地化运营，熟悉数据分析与复盘,运营经理,operations_manager,负责人,海外
T_0961,未知,hard,out_of_graph,GTM策略负责人（偏平台）,做go-to-market策略和市场推广，熟悉数据分析与复盘,市场经理,marketing_manager,负责人,GTM
T_0962,未知,hard,out_of_graph,首席数据工程师（偏平台）,做ETL和数据管道，熟悉数据分析与复盘,数据分析师,data_analyst,C-level,
T_0963,未知,hard,out_of_graph,首席SaaS销售总监（偏平台）,做企业SaaS产品的销售，熟悉数据分析与复盘,销售经理,sales_manager,总监,
T_0964,未知,hard,out_of_graph,私募基金经理（偏平台）,管理PE基金，做一级市场投资，熟悉数据分析与复盘,投资经理,investment_manager,C-level,
T_0965,未知,hard,out_of_graph,ESG合规官（偏平台）,做ESG合规和可持续发展报告，熟悉数据分析与复盘,法务经理,legal_manager,C-level,合规
T_0966,未知,hard,out_of_graph,首席供应链数字化负责人（偏平台）,做供应链ERP和库存管理系统，熟悉数据分析与复盘,供应链经理,supply_chain_manager,负责人,
T_0967,未知,hard,out_of_graph,首席首席人才官（偏平台）,管全公司招聘和人才发展，熟悉数据分析与复盘,人力资源经理,hr_manager,C-level,
T_0968,未知,hard,out_of_graph,首席智能硬件产品总监（偏平台）,做IoT智能穿戴产品，熟悉数据分析与复盘,产品经理,product_manager,总监,硬件
T_0969,未知,hard,out_of_graph,首席MLOps工程师（偏平台）,做机器学习模型部署和运维，熟悉数据分析与复盘,算法工程师,algorithm_engineer,C-level,
T_0970,未知,hard,out_of_graph,RPA开发工程师（偏平台）,做流程自动化机器人，熟悉数据分析与复盘,软件工程师,software_engineer,C-level,
T_0971,未知,hard,out_of_graph,低代码平台产品经理（偏平台）,做低代码/无代码开发平台，熟悉数据分析与复盘,产品经理,product_manager,C-level,
T_0972,未知,hard,out_of_graph,首席Web3产品经理（偏平台）,做DeFi和NFT相关产品，熟悉数据分析与复盘,产品经理,product_manager,C-level,
T_0973,未知,hard,out_of_graph,首席财务BP（偏平台）,做业务财务分析，对接事业部，熟悉数据分析与复盘,财务经理,finance_manager,C-level,FP&A
T_0974,未知,hard,out_of_graph,首席区块链开发工程师（偏平台）,做智能合约和Solidity开发，熟悉数据分析与复盘,软件工程师,software_engineer,C-level,
T_0975,未知,hard,out_of_graph,首席机器人产品经理（偏平台）,做服务机器人的产品规划，熟悉数据分析与复盘,产品经理,product_manager,C-level,
T_0976,未知,hard,out_of_graph,首席智能座舱算法工程师（偏平台）,做车载语音和HMI交互，熟悉数据分析与复盘,算法工程师,algorithm_engineer,C-level,
T_0977,未知,hard,out_of_graph,首席全球化人事负责人（偏平台）,管海外团队的HR和薪酬福利，熟悉数据分析与复盘,人力资源经理,hr_manager,负责人,
T_0978,未知,hard,out_of_graph,首席新零售运营总监（偏平台）,做线上线下融合的新零售，熟悉数据分析与复盘,运营经理,operations_manager,总监,
T_0979,未知,hard,out_of_graph,首席元宇宙产品设计师（偏平台）,做VR/AR沉浸式体验设计，熟悉数据分析与复盘,设计师,designer,C-level,
T_0980,未知,hard,out_of_graph,技术合伙人（偏平台）,创业公司的技术合伙人，管研发，熟悉数据分析与复盘,软件工程师,software_engineer,C-level,
T_0981,产品,easy,L1,初级产品经理（偏平台）,我目前做C端产品，熟悉数据分析与复盘,产品经理,product_manager,初级/助理,
T_0982,产品,easy,L1,初级PM（偏平台）,字节跳动做推荐产品的PM，熟悉数据分析与复盘,产品经理,product_manager,初级/助理,
T_0983,产品,easy,L1,初级产品总监（偏平台）,管三条产品线，熟悉数据分析与复盘,产品经理,product_manager,总监,
T_0984,产品,easy,L1,CPO（偏平台）,熟悉数据分析与复盘,产品经理,product_manager,C-level,
T_0985,产品,easy,L1,AI产品经理（偏平台）,做大模型应用方向，熟悉数据分析与复盘,产品经理,product_manager,初级/助理,AI
T_0986,运营,easy,L1,用户运营（偏平台）,熟悉数据分析与复盘,运营经理,operations_manager,初级/助理,用户
T_0987,运营,easy,L1,初级运营总监（偏平台）,管整个运营部门，熟悉数据分析与复盘,运营经理,operations_manager,总监,
T_0988,运营,easy,L1,初级增长经理（偏平台）,熟悉数据分析与复盘,运营经理,operations_manager,初级/助理,增长
T_0989,运营,easy,L1,初级COO（偏平台）,负责全公司运营，熟悉数据分析与复盘,运营经理,operations_manager,C-level,
T_0990,市场,easy,L1,品牌经理（偏平台）,熟悉数据分析与复盘,市场经理,marketing_manager,初级/助理,品牌
T_0991,市场,easy,L1,CMO（偏平台）,熟悉数据分析与复盘,市场经理,marketing_manager,C-level,
T_0992,人力资源,easy,L1,初级HRBP（偏平台）,对接技术团队，熟悉数据分析与复盘,人力资源经理,hr_manager,初级/助理,HRBP
T_0993,人力资源,easy,L1,初级招聘经理（偏平台）,熟悉数据分析与复盘,人力资源经理,hr_manager,初级/助理,招聘
T_0994,投资,easy,L1,初级投资总监（偏平台）,看AI赛道，熟悉数据分析与复盘,投资经理,investment_manager,总监,
T_0995,投资,easy,L1,合伙人（偏平台）,基金的GP，熟悉数据分析与复盘,投资经理,investment_manager,初级/助理,
T_0996,销售,easy,L1,BD经理（偏平台）,熟悉数据分析与复盘,销售经理,sales_manager,初级/助理,BD
T_0997,销售,easy,L1,初级KA经理（偏平台）,负责大客户，熟悉数据分析与复盘,销售经理,sales_manager,初级/助理,大客户
T_0998,财务,easy,L1,初级CFO（偏平台）,熟悉数据分析与复盘,财务经理,finance_manager,C-level,
T_0999,数据分析,easy,L1,初级BI分析师（偏平台）,做Tableau报表，熟悉数据分析与复盘,数据分析师,data_analyst,初级/助理,BI
T_1000,数据分析,hard,L3_ambiguous,初级CDO（偏平台）,首席数据官，管数据团队，熟悉数据分析与复盘,设计师,designer,C-level,
T_1001,开发,easy,L1,前端工程师（偏平台）,3年React经验，熟悉数据分析与复盘,软件工程师,software_engineer,初级/助理,前端
T_1002,开发,easy,L1,初级CTO（偏平台）,创业公司CTO，熟悉数据分析与复盘,软件工程师,software_engineer,C-level,
T_1003,开发,easy,L1,初级Java工程师（偏平台）,熟悉数据分析与复盘,软件工程师,software_engineer,初级/助理,后端
T_1004,测试,easy,L1,QA工程师（偏平台）,熟悉数据分析与复盘,测试工程师,test_engineer,初级/助理,
T_1005,算法,easy,L1,初级NLP工程师（偏平台）,做大模型，熟悉数据分析与复盘,算法工程师,algorithm_engineer,初级/助理,NLP
T_1006,算法,easy,L1,推荐算法工程师（偏平台）,熟悉数据分析与复盘,算法工程师,algorithm_engineer,初级/助理,推荐
T_1007,法务,easy,L1,初级法律顾问（偏平台）,熟悉数据分析与复盘,法务经理,legal_manager,初级/助理,
T_1008,供应链,easy,L1,初级采购经理（偏平台）,熟悉数据分析与复盘,供应链经理,supply_chain_manager,初级/助理,采购
T_1009,设计,easy,L1,初级UX设计师（偏平台）,熟悉数据分析与复盘,设计师,designer,初级/助理,UX
T_1010,行政,easy,L1,初级行政助理（偏平台）,熟悉数据分析与复盘,行政经理,admin_manager,初级/助理,
T_1011,产品,easy,L1,初级product manager（偏平台）,熟悉数据分析与复盘,产品经理,product_manager,初级/助理,
T_1012,开发,easy,L1,tech lead（偏平台）,带5人后端，熟悉数据分析与复盘,软件工程师,software_engineer,初级/助理,
T_1013,开发,easy,L1,初级云架构师（偏平台）,熟悉数据分析与复盘,架构师,architect,初级/助理,云
T_1014,产品,easy,L1,初级项目经理（偏平台）,做技术项目，熟悉数据分析与复盘,项目经理,project_manager,初级/助理,
T_1015,产品,easy,L1,TPM（偏平台）,Technical Program Manager，熟悉数据分析与复盘,项目经理,project_manager,初级/助理,技术
T_1016,管理,easy,L1,初级CEO（偏平台）,熟悉数据分析与复盘,总经理,general_manager,C-level,
T_1017,管理,easy,L1,初级事业部总经理（偏平台）,熟悉数据分析与复盘,总经理,general_manager,高级,事业部
T_1018,供应链,easy,L1,结构工程师（偏平台）,熟悉数据分析与复盘,机械工程师,mechanical_engineer,初级/助理,结构
