pair_id,anchor,positive,positive_id,hard_negative,hard_negative_id,random_negative,random_negative_id,category,generation_type
P003304,招一个做CSM的,销售经理,sales_manager,GTM经理,marketing_manager,战略投资负责人,investment_manager,销售,T4_colloquial
P003305,副架构负责人,架构师,architect,前端工程师,software_engineer,商业化运营,operations_manager,开发,T2_seniority
P003306,类似高级法务经理这种的,法务经理,legal_manager,预算经理,finance_manager,税务经理,finance_manager,法务,T4_colloquial
P003307,做CSO的哥们,销售经理,sales_manager,品牌公关总监,marketing_manager,品牌负责人,marketing_manager,销售,T4_colloquial
P003308,财务VP，上一段在美团,财务经理,finance_manager,法务总监,legal_manager,数据架构师,architect,财务,T7_context
P003309,游戏QA,测试工程师,test_engineer,开发工程师,software_engineer,Data Architect,architect,测试,T3_domain
P003310,中级Designer主管,设计师,designer,安全架构师,architect,投资总监,investment_manager,设计,T2_seniority
P003311,游戏设计主管,设计师,designer,首席架构师,architect,PM,product_manager,设计,T3_domain
P003312,Web3会计经理,财务经理,finance_manager,专利工程师,legal_manager,法务VP,legal_manager,财务,T3_domain
P003313,性能测试工程,测试工程师,test_engineer,UE开发,software_engineer,EE工程师,mechanical_engineer,测试,T6_typo
P003314,供应链VP,供应链经理,supply_chain_manager,高级机械工程师,mechanical_engineer,财务VP,finance_manager,供应链,T1_raw
P003315,AIData Analyst,数据分析师,data_analyst,运营经理,operations_manager,自动化测试工程师,test_engineer,数据分析,T3_domain
P003316,负责品牌总监,市场经理,marketing_manager,BD经理,sales_manager,分公司总经理,general_manager,市场,T4_colloquial
P003317,深资项目经理,项目经理,project_manager,产品主管,product_manager,设计总监,designer,产品,T6_typo
P003318,电商供应链主管,供应链经理,supply_chain_manager,结构工程师,mechanical_engineer,战投经理,investment_manager,供应链,T3_domain
P003319,教育算法专家,算法工程师,algorithm_engineer,研发VP,software_engineer,财务主管,finance_manager,算法,T3_domain
P003320,运营 leader，大厂背景,运营经理,operations_manager,数据主管,data_analyst,渠道销售经理,sales_manager,运营,T7_context
P003321,高级行政专员,行政经理,admin_manager,培训经理,hr_manager,数据主管,data_analyst,行政,T2_seniority
P003322,Android工程师，之前做过开发,软件工程师,software_engineer,Solution Architect,architect,高级行政经理,admin_manager,开发,T7_context
P003323,中级机器学习工程师专家,算法工程师,algorithm_engineer,服务端开发,software_engineer,质量工程师,test_engineer,算法,T2_seniority
P003324,购并经理,投资经理,investment_manager,税务经理,finance_manager,用户运营,operations_manager,投资,T6_typo
P003325,法律问顾,法务经理,legal_manager,会计经理,finance_manager,创意总监,designer,法务,T6_typo
P003326,BI经理，汇报给 CEO,数据分析师,data_analyst,私域运营经理,operations_manager,供应链经理,supply_chain_manager,数据分析,T7_context
P003327,类似首席运营官这种的,运营经理,operations_manager,数据总监,data_analyst,项目总监,project_manager,运营,T4_colloquial
P003328,项目总监，在阿里做 B 端,项目经理,project_manager,产品总监,product_manager,商业化运营,operations_manager,产品,T7_context
P003329,做VP Sales的,销售经理,sales_manager,CMO,marketing_manager,机器学习工程师,algorithm_engineer,销售,T4_colloquial
P003330,做数据质量经理的,数据分析师,data_analyst,增长运营,operations_manager,风控经理,investment_manager,数据分析,T4_colloquial
P003331,招一个做资深产品经理的,产品经理,product_manager,技术项目经理,project_manager,售前顾问,sales_manager,产品,T4_colloquial
P003332,性测能试工程师,测试工程师,test_engineer,游戏客户端工程师,software_engineer,培训负责人,hr_manager,测试,T6_typo
P003333,中台负责人,总经理,general_manager,税务负责人,finance_manager,供应链总监,supply_chain_manager,管理,T1_raw
P003334,游戏Architect,架构师,architect,前端 leader,software_engineer,GM,general_manager,开发,T3_domain
P003335,风控负责人，带过 20+ 人团队,投资经理,investment_manager,司库,finance_manager,市场推广经理,marketing_manager,投资,T7_context
P003336,大模型PM,产品经理,product_manager,PMO,project_manager,知识产权经理,legal_manager,产品,T3_domain
P003337,投资负责人这块,投资经理,investment_manager,税务负责人,finance_manager,增长负责人,operations_manager,投资,T4_colloquial
P003338,类似风控负责人这种的,投资经理,investment_manager,会计,finance_manager,诉讼律师,legal_manager,投资,T4_colloquial
P003339,医疗职业经理人,总经理,general_manager,品牌经理,marketing_manager,IP经理,legal_manager,管理,T3_domain
P003340,搞区域负责人的同事,销售经理,sales_manager,市场负责人,marketing_manager,中后台负责人,general_manager,销售,T4_colloquial
P003341,数据分析负责人，在腾讯带 10 人团队,数据分析师,data_analyst,用户运营,operations_manager,内审经理,finance_manager,数据分析,T7_context
P003342,招一个做Solution Architect的,架构师,architect,技术 leader,software_engineer,财务负责人,finance_manager,开发,T4_colloquial
P003343,类似硬件设计工程师这种的,机械工程师,mechanical_engineer,物流负责人,supply_chain_manager,组织发展经理,hr_manager,供应链,T4_colloquial
P003344,成本经理,财务经理,finance_manager,法务主管,legal_manager,海外业务负责人,general_manager,财务,T1_raw
P003345,目项专员,项目经理,project_manager,C端产品经理,product_manager,数据分析师,data_analyst,产品,T6_typo
P003346,AT经理,人力资源经理,hr_manager,总裁秘书,admin_manager,Android工程师,software_engineer,人力资源,T6_typo
P003347,直播运营经理这块,运营经理,operations_manager,BI经理,data_analyst,薪酬经理,hr_manager,运营,T4_colloquial
P003348,机械主管，带过 20+ 人团队,机械工程师,mechanical_engineer,物流主管,supply_chain_manager,架构师,architect,供应链,T7_context
P003349,NLP程工师,算法工程师,algorithm_engineer,软件工程师,software_engineer,销售负责人,sales_manager,算法,T6_typo
P003350,Senior 投资专员,投资经理,investment_manager,资金经理,finance_manager,电商运营,operations_manager,投资,T2_seniority
P003351,出海PMO,项目经理,project_manager,增长产品经理,product_manager,测试主管,test_engineer,产品,T3_domain
P003352,教育Test Engineer,测试工程师,test_engineer,后端 leader,software_engineer,业务分析师,data_analyst,测试,T3_domain
P003353,B端资深设计师,设计师,designer,硬件技术总监,mechanical_engineer,渗透测试工程师,test_engineer,设计,T3_domain
P003354,搞数据产品经理的,数据分析师,data_analyst,策略运营负责人,operations_manager,首席算法官,algorithm_engineer,数据分析,T4_colloquial
P003355,文秘,行政经理,admin_manager,培训负责人,hr_manager,团队负责人,general_manager,行政,T1_raw
P003356,自动驾驶行政负责人,行政经理,admin_manager,C&B经理,hr_manager,数据挖掘工程师,algorithm_engineer,行政,T3_domain
P003357,HR经理，年包 60-80w,人力资源经理,hr_manager,行政VP,admin_manager,商业分析师,data_analyst,人力资源,T7_context
P003358,类似品牌设计师这种的,设计师,designer,高级测试工程师,test_engineer,Quality Assurance,test_engineer,设计,T4_colloquial
P003359,负责投资经理,投资经理,investment_manager,成本会计,finance_manager,Motion Designer,designer,投资,T4_colloquial
P003360,GTM经理，年包 60-80w,市场经理,marketing_manager,CSO,sales_manager,CDO,designer,市场,T7_context
P003361,基础架构工程师，偏管理岗,软件工程师,software_engineer,架构负责人,architect,数据负责人,data_analyst,开发,T7_context
P003362,术技项目经理,项目经理,project_manager,AI产品经理,product_manager,总裁秘书,admin_manager,产品,T6_typo
P003363,招一个做争议解决律师的,法务经理,legal_manager,财务专员,finance_manager,文秘,admin_manager,法务,T4_colloquial
P003364,技术主管，年包 60-80w,软件工程师,software_engineer,高级架构师,architect,海外销售负责人,sales_manager,开发,T7_context
P003365,热设计工程,机械工程师,mechanical_engineer,采购负责人,supply_chain_manager,HR主管,hr_manager,供应链,T6_typo
P003366,Interaction Designer,设计师,designer,硬件工程师,mechanical_engineer,商业智能分析师,data_analyst,设计,T1_raw
P003367,搞法务经理的,法务经理,legal_manager,财务主管,finance_manager,SLAM工程师,algorithm_engineer,法务,T4_colloquial
P003368,AI产品经理，上一段在美团,产品经理,product_manager,Project Manager,project_manager,BI经理,data_analyst,产品,T7_context
P003369,UE开发，负责 AI 产品方向,软件工程师,software_engineer,架构负责人,architect,内容运营负责人,operations_manager,开发,T7_context
P003370,资深机械工程师，跨部门协作多,机械工程师,mechanical_engineer,高级供应链经理,supply_chain_manager,行政助理,admin_manager,供应链,T7_context
P003371,搞品牌负责人的同事,市场经理,marketing_manager,BD经理,sales_manager,海外商务,sales_manager,市场,T4_colloquial
P003372,中级Quality Assurance,测试工程师,test_engineer,技术VP,software_engineer,项目专员,project_manager,测试,T2_seniority
P003373,Senior 高级行政经理,行政经理,admin_manager,薪酬经理,hr_manager,首席市场官,marketing_manager,行政,T2_seniority
P003374,后端工程师,软件工程师,software_engineer,Data Architect,architect,资深数据分析师,data_analyst,开发,T1_raw
P003375,资深供应链专员助理,供应链经理,supply_chain_manager,电气工程师,mechanical_engineer,渠道销售负责人,sales_manager,供应链,T2_seniority
P003376,渠道负责人，在阿里做 B 端,市场经理,marketing_manager,销售VP,sales_manager,后勤主管,admin_manager,市场,T7_context
P003377,做法务VP的,法务经理,legal_manager,财务分析经理,finance_manager,新媒体运营,operations_manager,法务,T4_colloquial
P003378,前台管主,行政经理,admin_manager,人力负责人,hr_manager,质量负责人,supply_chain_manager,行政,T6_typo
P003379,战略投资经理，上一段在美团,投资经理,investment_manager,审计经理,finance_manager,技术项目经理,project_manager,投资,T7_context
P003380,PR经理，IC 路线,市场经理,marketing_manager,VP Sales,sales_manager,决策规划算法,algorithm_engineer,市场,T7_context
P003381,人力资源业务伙伴,人力资源经理,hr_manager,Executive Assistant,admin_manager,本地化运营,operations_manager,人力资源,T1_raw
P003382,搞组织发展负责人的同事,人力资源经理,hr_manager,后勤经理,admin_manager,性能测试工程师,test_engineer,人力资源,T4_colloquial
P003383,EA,行政经理,admin_manager,薪酬福利经理,hr_manager,区域销售经理,sales_manager,行政,T1_raw
P003384,C端行政经理,行政经理,admin_manager,人事经理,hr_manager,合规负责人,legal_manager,行政,T3_domain
P003385,出海高级机械工程师,机械工程师,mechanical_engineer,供应商质量工程师,supply_chain_manager,后端开发,software_engineer,供应链,T3_domain
P003386,合伙人，在阿里做 B 端,投资经理,investment_manager,审计经理,finance_manager,数据运营,data_analyst,投资,T7_context
P003387,首席运营经理,运营经理,operations_manager,Business Analyst,data_analyst,风控经理,investment_manager,运营,T2_seniority
P003388,IA工程师,算法工程师,algorithm_engineer,安全工程师,software_engineer,设计 leader,designer,算法,T6_typo
P003389,技术 leader,软件工程师,software_engineer,数据架构师,architect,管理合伙人,investment_manager,开发,T1_raw
P003390,我们公司做法务VP,法务经理,legal_manager,首席财务官,finance_manager,BI分析师,data_analyst,法务,T4_colloquial
P003391,初级架构师,架构师,architect,游戏客户端工程师,software_engineer,生产负责人,supply_chain_manager,开发,T2_seniority
P003392,高级设计主管总监,设计师,designer,平台架构师,architect,QA工程师,test_engineer,设计,T2_seniority
P003393,算法工程师，之前做过开发,算法工程师,algorithm_engineer,Flutter工程师,software_engineer,后端工程师,software_engineer,算法,T7_context
P003394,大模型HR经理,人力资源经理,hr_manager,行政主管,admin_manager,移动端测试工程师,test_engineer,人力资源,T3_domain
P003395,财务规划经理这块,财务经理,finance_manager,战略投资负责人,investment_manager,投资VP,investment_manager,财务,T4_colloquial
P003396,热设计工程师，之前做过开发,机械工程师,mechanical_engineer,厂长,supply_chain_manager,BU负责人,general_manager,供应链,T7_context
P003397,做法务主管的,法务经理,legal_manager,会计,finance_manager,品牌设计师,designer,法务,T4_colloquial
P003398,初级高级产品经理专员,产品经理,product_manager,项目负责人,project_manager,高级销售经理,sales_manager,产品,T2_seniority
P003399,组织发展经理方向,人力资源经理,hr_manager,行政VP,admin_manager,财务经理,finance_manager,人力资源,T4_colloquial
P003400,品牌公关总监，汇报给 CEO,市场经理,marketing_manager,大客户负责人,sales_manager,前台经理,admin_manager,市场,T7_context
P003401,游戏投资经理,投资经理,investment_manager,司库,finance_manager,product owner,product_manager,投资,T3_domain
P003402,负责专利工程师,法务经理,legal_manager,内审经理,finance_manager,CDO,designer,法务,T4_colloquial
P003403,财务副总裁岗位,财务经理,finance_manager,诉讼律师,legal_manager,自动化测试负责人,test_engineer,财务,T4_colloquial
P003404,硬件产品 lead,产品经理,product_manager,项目主管,project_manager,创始人,general_manager,产品,T3_domain
P003405,物流负责人，在腾讯带 10 人团队,供应链经理,supply_chain_manager,CAE工程师,mechanical_engineer,KOL运营,operations_manager,供应链,T7_context
P003406,高级财务经里,财务经理,finance_manager,投资总监,investment_manager,基础架构工程师,software_engineer,财务,T6_typo
P003407,B端法务主管,法务经理,legal_manager,预算经理,finance_manager,品牌公关总监,marketing_manager,法务,T3_domain
P003408,Junior 机械主管,机械工程师,mechanical_engineer,仓储经理,supply_chain_manager,产品总监,product_manager,供应链,T2_seniority
P003409,CDO，之前做过开发,设计师,designer,架构师,architect,高级投资经理,investment_manager,设计,T7_context
P003410,我们公司做数据分析负责人,数据分析师,data_analyst,内容运营经理,operations_manager,策略运营负责人,operations_manager,数据分析,T4_colloquial
P003411,做硬件技术总监的哥们,机械工程师,mechanical_engineer,采购负责人,supply_chain_manager,资金负责人,finance_manager,供应链,T4_colloquial
P003412,风险管理经理，汇报给 CEO,投资经理,investment_manager,税务经理,finance_manager,S&OP经理,supply_chain_manager,投资,T7_context
P003413,风险管理经理,投资经理,investment_manager,首席财务官,finance_manager,行政专员,admin_manager,投资,T1_raw
P003414,搞董事长秘书的,行政经理,admin_manager,组织发展负责人,hr_manager,预算经理,finance_manager,行政,T4_colloquial
P003415,我们公司做招聘经理,人力资源经理,hr_manager,EA,admin_manager,高管助理,admin_manager,人力资源,T4_colloquial
P003416,AI高级项目经理,项目经理,project_manager,C端产品经理,product_manager,总经理,general_manager,产品,T3_domain
P003417,部门负责人，在阿里做 B 端,总经理,general_manager,IP经理,legal_manager,雇主品牌经理,hr_manager,管理,T7_context
P003418,并购经理,投资经理,investment_manager,FP&A经理,finance_manager,内容运营,operations_manager,投资,T1_raw
P003419,资投主管,投资经理,investment_manager,资金负责人,finance_manager,销售主管,sales_manager,投资,T6_typo
P003420,UX研究员，在字节做推荐,设计师,designer,游戏开发工程师,software_engineer,需求计划经理,supply_chain_manager,设计,T7_context
P003421,Data Analyst，跨部门协作多,数据分析师,data_analyst,运营VP,operations_manager,销售主管,sales_manager,数据分析,T7_context
P003422,增长高级销售经理,销售经理,sales_manager,市场推广经理,marketing_manager,数据VP,data_analyst,销售,T3_domain
P003423,AI工程师，在腾讯带 10 人团队,算法工程师,algorithm_engineer,嵌入式开发,software_engineer,大客户经理,sales_manager,算法,T7_context
P003424,CPO这块,产品经理,product_manager,Technical Program Manager,project_manager,城市经理,sales_manager,产品,T4_colloquial
P003425,CLO这块,法务经理,legal_manager,会计,finance_manager,高级算法工程师,algorithm_engineer,法务,T4_colloquial
P003426,项目VP，带过 20+ 人团队,项目经理,project_manager,产品助理,product_manager,平台运营,operations_manager,产品,T7_context
P003427,HRVP，负责 AI 产品方向,人力资源经理,hr_manager,文秘,admin_manager,机械结构工程师,mechanical_engineer,人力资源,T7_context
P003428,人事主管，在腾讯带 10 人团队,人力资源经理,hr_manager,公共事务经理,admin_manager,财务副总裁,finance_manager,人力资源,T7_context
P003429,采购专员，年包 60-80w,供应链经理,supply_chain_manager,机械负责人,mechanical_engineer,CAO,admin_manager,供应链,T7_context
P003430,负责风险管理经理,投资经理,investment_manager,内审经理,finance_manager,组织发展负责人,hr_manager,投资,T4_colloquial
P003431,电商财务经理,财务经理,finance_manager,法务专员,legal_manager,项目助理,project_manager,财务,T3_domain
P003432,测负试责人,测试工程师,test_engineer,软件工程师,software_engineer,设计负责人,designer,测试,T6_typo
P003433,高级运营经里,运营经理,operations_manager,首席数据官,data_analyst,行政专员,admin_manager,运营,T6_typo
P003434,安负全责人,软件工程师,software_engineer,Solution Architect,architect,分公司总经理,general_manager,开发,T6_typo
P003435,做AI总监的哥们,算法工程师,algorithm_engineer,前端工程师,software_engineer,直播运营,operations_manager,算法,T4_colloquial
P003436,高级VP investment,投资经理,investment_manager,财务副总裁,finance_manager,工程项目经理,project_manager,投资,T5_en_zh_mix
P003437,战略投资经理，汇报给 CEO,投资经理,investment_manager,CFO,finance_manager,Key Account Manager,sales_manager,投资,T7_context
P003438,做高级架构师的,架构师,architect,DevOps工程师,software_engineer,ASR工程师,algorithm_engineer,开发,T4_colloquial
P003439,UI设计师，上一段在美团,设计师,designer,EE工程师,mechanical_engineer,私域运营,operations_manager,设计,T7_context
P003440,初级高级供应链经理负责人,供应链经理,supply_chain_manager,机械主管,mechanical_engineer,高级投资经理,investment_manager,供应链,T2_seniority
P003441,负责TA经理,人力资源经理,hr_manager,GR经理,admin_manager,嵌入式硬件工程师,mechanical_engineer,人力资源,T4_colloquial
P003442,大模型架构师,架构师,architect,SRE工程师,software_engineer,EA,admin_manager,开发,T3_domain
P003443,商业化投资负责人,投资经理,investment_manager,首席财务官,finance_manager,客户端开发,software_engineer,投资,T3_domain
P003444,市场专员岗位,市场经理,marketing_manager,BD经理,sales_manager,数据治理经理,data_analyst,市场,T4_colloquial
P003445,策略GM,总经理,general_manager,商业化产品经理,product_manager,前端工程师,software_engineer,管理,T3_domain
P003446,中级资深产品经理,产品经理,product_manager,Project Manager,project_manager,CDO,designer,产品,T2_seniority
P003447,合伙人，负责 AI 产品方向,投资经理,investment_manager,财务经理,finance_manager,会计,finance_manager,投资,T7_context
P003448,类似投资主管这种的,投资经理,investment_manager,税务经理,finance_manager,QA,test_engineer,投资,T4_colloquial
P003449,战略投资经里,投资经理,investment_manager,资金负责人,finance_manager,供应商质量工程师,supply_chain_manager,投资,T6_typo
P003450,机械工程师这块,机械工程师,mechanical_engineer,品质经理,supply_chain_manager,测试总监,test_engineer,供应链,T4_colloquial
P003451,B端数据主管,数据分析师,data_analyst,KOL运营,operations_manager,项目主管,project_manager,数据分析,T3_domain
P003452,物负流责人,供应链经理,supply_chain_manager,散热工程师,mechanical_engineer,Designer,designer,供应链,T6_typo
P003453,IR,投资经理,investment_manager,预算经理,finance_manager,税务经理,finance_manager,投资,T5_en_zh_mix
P003454,用户运营负责人,运营经理,operations_manager,资深数据分析师,data_analyst,首席市场官,marketing_manager,运营,T1_raw
P003455,教育高级HR经理,人力资源经理,hr_manager,高级行政经理,admin_manager,Data Analyst,data_analyst,人力资源,T3_domain
P003456,策略产品经理,产品经理,product_manager,项目总监,project_manager,测试VP,test_engineer,产品,T1_raw
P003457,类似法务VP这种的,法务经理,legal_manager,首席财务官,finance_manager,运营总监,operations_manager,法务,T4_colloquial
P003458,Flutter工程师,软件工程师,software_engineer,解决方案架构师,architect,海外增长运营,operations_manager,开发,T1_raw
P003459,招一个做税务负责人的,财务经理,finance_manager,战略投资负责人,investment_manager,算法专家,algorithm_engineer,财务,T4_colloquial
P003460,出海资深算法工程师,算法工程师,algorithm_engineer,技术VP,software_engineer,争议解决律师,legal_manager,算法,T3_domain
P003461,类似内审经理这种的,财务经理,finance_manager,投资经理,investment_manager,决策规划算法,algorithm_engineer,财务,T4_colloquial
P003462,供应链主管，偏管理岗,供应链经理,supply_chain_manager,散热工程师,mechanical_engineer,投资VP,investment_manager,供应链,T7_context
P003463,游戏资深运营,运营经理,operations_manager,数据分析负责人,data_analyst,公司律师,legal_manager,运营,T3_domain
P003464,Unity开发,软件工程师,software_engineer,高级架构师,architect,设计VP,designer,开发,T1_raw
P003465,IP经理这块,法务经理,legal_manager,财务分析经理,finance_manager,KA经理,sales_manager,法务,T4_colloquial
P003466,教育人事负责人,人力资源经理,hr_manager,EA,admin_manager,规划算法工程师,algorithm_engineer,人力资源,T3_domain
P003467,Junior 架构负责人,架构师,architect,程序员,software_engineer,总经理,general_manager,开发,T2_seniority
P003468,医疗销售专员,销售经理,sales_manager,Marketing Head,marketing_manager,财务副总裁,finance_manager,销售,T3_domain
P003469,机械工师程,机械工程师,mechanical_engineer,S&OP经理,supply_chain_manager,ID设计师,designer,供应链,T6_typo
P003470,负责NLP算法工程师,算法工程师,algorithm_engineer,后端 leader,software_engineer,商业化产品经理,product_manager,算法,T4_colloquial
P003471,游戏服务端工程师，在腾讯带 10 人团队,软件工程师,software_engineer,前端架构师,architect,薪酬经理,hr_manager,开发,T7_context
P003472,招一个做配送经理的,供应链经理,supply_chain_manager,结构设计工程师,mechanical_engineer,BI负责人,data_analyst,供应链,T4_colloquial
P003473,招一个做团队负责人的,总经理,general_manager,C&B经理,hr_manager,法务主管,legal_manager,管理,T4_colloquial
P003474,高级行政经理岗位,行政经理,admin_manager,人事主管,hr_manager,供应链专员,supply_chain_manager,行政,T4_colloquial
P003475,搞采购负责人的同事,供应链经理,supply_chain_manager,结构工程师,mechanical_engineer,内容运营,operations_manager,供应链,T4_colloquial
P003476,商务负责人，负责 AI 产品方向,销售经理,sales_manager,品牌策划,marketing_manager,游戏客户端工程师,software_engineer,销售,T7_context
P003477,出海高级销售经理,销售经理,sales_manager,品牌策划,marketing_manager,推荐系统工程师,algorithm_engineer,销售,T3_domain
P003478,招一个做语音算法工程师的,算法工程师,algorithm_engineer,技术总监,software_engineer,散热工程师,mechanical_engineer,算法,T4_colloquial
P003479,Junior 算法 leader,算法工程师,algorithm_engineer,Java工程师,software_engineer,EA,admin_manager,算法,T2_seniority
P003480,Principal 法务经理VP,法务经理,legal_manager,内审经理,finance_manager,绩效经理,hr_manager,法务,T2_seniority
P003481,培训经理，在字节做推荐,人力资源经理,hr_manager,高管助理,admin_manager,BI经理,data_analyst,人力资源,T7_context
P003482,高级高级供应链经理,供应链经理,supply_chain_manager,机械结构工程师,mechanical_engineer,海外商务,sales_manager,供应链,T2_seniority
P003483,C端架构负责人,架构师,architect,全栈工程师,software_engineer,设计总监,designer,开发,T3_domain
P003484,审计负责人，IC 路线,财务经理,finance_manager,投后经理,investment_manager,基金经理,investment_manager,财务,T7_context
P003485,产品助理，IC 路线,产品经理,product_manager,Project Manager,project_manager,法务经理,legal_manager,产品,T7_context
P003486,本地化运营，IC 路线,运营经理,operations_manager,商业智能分析师,data_analyst,机械负责人,mechanical_engineer,运营,T7_context
P003487,Motion Designer方向,设计师,designer,硬件VP,mechanical_engineer,业务助理,general_manager,设计,T4_colloquial
P003488,搞战略投资经理的,投资经理,investment_manager,税务负责人,finance_manager,区域业务负责人,general_manager,投资,T4_colloquial
P003489,自动驾驶商务主管,销售经理,sales_manager,品牌负责人,marketing_manager,高管助理,admin_manager,销售,T3_domain
P003490,解决方案架构师，在腾讯带 10 人团队,架构师,architect,基础架构工程师,software_engineer,资金经理,finance_manager,开发,T7_context
P003491,内审经理，在字节做推荐,财务经理,finance_manager,法务专员,legal_manager,HRBP,hr_manager,财务,T7_context
P003492,CIO，带过 20+ 人团队,总经理,general_manager,内审经理,finance_manager,风控负责人,investment_manager,管理,T7_context
P003493,首席team leaderVP,软件工程师,software_engineer,数据架构师,architect,成本会计,finance_manager,开发,T2_seniority
P003494,招聘数据分析负责人,数据分析师,data_analyst,产品运营经理,operations_manager,行政经理,admin_manager,数据分析,T3_domain
P003495,AI总监,算法工程师,algorithm_engineer,安全负责人,software_engineer,学习与发展经理,hr_manager,算法,T1_raw
P003496,计划经理，年包 60-80w,供应链经理,supply_chain_manager,机械主管,mechanical_engineer,投资专员,investment_manager,供应链,T7_context
P003497,搞行政VP的同事,行政经理,admin_manager,招聘主管,hr_manager,测试负责人,test_engineer,行政,T4_colloquial
P003498,资金经理方向,财务经理,finance_manager,争议解决律师,legal_manager,PMO负责人,project_manager,财务,T4_colloquial
P003499,Senior Design Lead,设计师,designer,Test Engineer,test_engineer,战略投资负责人,investment_manager,设计,T2_seniority
P003500,高级财务经理,财务经理,finance_manager,公司律师,legal_manager,技术负责人,software_engineer,财务,T1_raw
P003501,C端投资负责人,投资经理,investment_manager,会计经理,finance_manager,CFO,finance_manager,投资,T3_domain
P003502,营运负责人,运营经理,operations_manager,数据总监,data_analyst,采购经理,supply_chain_manager,运营,T6_typo
P003503,商务经理这块,销售经理,sales_manager,公关负责人,marketing_manager,数据分析负责人,data_analyst,销售,T4_colloquial
P003504,做Architect的哥们,架构师,architect,技术主管,software_engineer,图像算法工程师,algorithm_engineer,开发,T4_colloquial
P003505,SDET这块,测试工程师,test_engineer,音视频工程师,software_engineer,Executive Assistant,admin_manager,测试,T4_colloquial
P003506,董事经总理,总经理,general_manager,公关负责人,marketing_manager,高级数据分析师,data_analyst,管理,T6_typo
P003507,后台产品经理，在字节做推荐,产品经理,product_manager,项目负责人,project_manager,移动端工程师,software_engineer,产品,T7_context
P003508,物流责负人,供应链经理,supply_chain_manager,机械主管,mechanical_engineer,EA,admin_manager,供应链,T6_typo
P003509,品质经理，上一段在美团,供应链经理,supply_chain_manager,硬件技术总监,mechanical_engineer,测试专员,test_engineer,供应链,T7_context
P003510,资深高级工程师,软件工程师,software_engineer,Chief Architect,architect,成本经理,finance_manager,开发,T2_seniority
P003511,后勤经理这块,行政经理,admin_manager,首席人力官,hr_manager,商业智能分析师,data_analyst,行政,T4_colloquial
P003512,后端负责人方向,软件工程师,software_engineer,Tech Architect,architect,测试工程师,test_engineer,开发,T4_colloquial
P003513,品牌总监方向,市场经理,marketing_manager,大客户经理,sales_manager,BI负责人,data_analyst,市场,T4_colloquial
P003514,类似项目负责人这种的,项目经理,project_manager,PM,product_manager,法务经理,legal_manager,产品,T4_colloquial
P003515,做联合创始人的,总经理,general_manager,需求计划经理,supply_chain_manager,Unity开发,software_engineer,管理,T4_colloquial
P003516,做质量总监的,测试工程师,test_engineer,音视频工程师,software_engineer,TPM,project_manager,测试,T4_colloquial
P003517,教育市场主管,市场经理,marketing_manager,大客户负责人,sales_manager,产品 lead,product_manager,市场,T3_domain
P003518,招一个做商务拓展经理的,销售经理,sales_manager,品牌公关总监,marketing_manager,隐私合规经理,legal_manager,销售,T4_colloquial
P003519,首席市场经理,市场经理,marketing_manager,解决方案经理,sales_manager,公司律师,legal_manager,市场,T2_seniority
P003520,首席Mechanical Engineer助理,机械工程师,mechanical_engineer,仓库主管,supply_chain_manager,审计负责人,finance_manager,供应链,T2_seniority
P003521,PMO总监这块,项目经理,project_manager,增长产品经理,product_manager,结构设计工程师,mechanical_engineer,产品,T4_colloquial
P003522,AI高级机械工程师,机械工程师,mechanical_engineer,仓储负责人,supply_chain_manager,动效设计师,designer,供应链,T3_domain
P003523,高级机器学习工程师leader,算法工程师,algorithm_engineer,研发负责人,software_engineer,产品设计师,designer,算法,T2_seniority
P003524,资深算法工程师，上一段在美团,算法工程师,algorithm_engineer,技术 leader,software_engineer,运维负责人,software_engineer,算法,T7_context
P003525,高级产品专员,产品经理,product_manager,PMO,project_manager,CDO,data_analyst,产品,T2_seniority
P003526,海外营销经理,市场经理,marketing_manager,城市经理,sales_manager,数据分析负责人,data_analyst,市场,T1_raw
P003527,投资VP，之前做过开发,投资经理,investment_manager,高级财务经理,finance_manager,用户体验设计师,designer,投资,T7_context
P003528,产品负责人,产品经理,product_manager,交付负责人,project_manager,数据主管,data_analyst,产品,T1_raw
P003529,Marketing Head，在字节做推荐,市场经理,marketing_manager,CSO,sales_manager,产品工程师,product_manager,市场,T7_context
P003530,工厂经理这块,供应链经理,supply_chain_manager,资深机械工程师,mechanical_engineer,合规负责人,legal_manager,供应链,T4_colloquial
P003531,企业文化负责人这块,人力资源经理,hr_manager,首席行政官,admin_manager,争议解决律师,legal_manager,人力资源,T4_colloquial
P003532,做资深项目经理的,项目经理,project_manager,B端产品经理,product_manager,销售负责人,sales_manager,产品,T4_colloquial
P003533,Principal 投资专员总监,投资经理,investment_manager,财务副总裁,finance_manager,数据VP,data_analyst,投资,T2_seniority
P003534,招一个做海外增长运营的,运营经理,operations_manager,商业分析师,data_analyst,基础架构工程师,software_engineer,运营,T4_colloquial
P003535,总法律顾问,法务经理,legal_manager,预算经理,finance_manager,首席销售官,sales_manager,法务,T1_raw
P003536,渠道销售经理，在字节做推荐,销售经理,sales_manager,首席市场官,marketing_manager,投资总监,investment_manager,销售,T7_context
P003537,做后端 leader的,软件工程师,software_engineer,Chief Architect,architect,决策规划算法,algorithm_engineer,开发,T4_colloquial
